ID_obs,StartDate_w1,Sex_parent_w1,Age_Parent_w1,Q6_corrected_w1,Q508a_w1,Q8_corr_woAlD_w1,Q15_1_w1,Q15_2_w1,Q15_3_w1,Q18a_1_w1,Q18a_2_w1,Q18a_3_w1,Q18a_4_w1,Q18a_6_w1,Q18b_8_w1,Q18b_9_w1,Q19_1_w1,Q19_2_w1,Q19_3_w1,Q19_4_w1,Q23_1_w1,Q23_2_w1,Q23_3_w1,Q27a_w1,Q27b_w1,StartDate_w2,Q15_1_w2,Q15_2_w2,Q15_3_w2,Q18a_1_w2,Q18a_2_w2,Q18a_3_w2,Q18a_4_w2,Q18a_6_w2,Q18b_8_w2,Q18b_9_w2,Q19_1_w2,Q19_2_w2,Q19_3_w2,Q19_4_w2,Q23_1_w2,Q23_2_w2,Q23_3_w2,Q27a_w2,Q27b_w2,Q502_w2,male_parent,ba_higher_education,age_parent_imp,region_ad,uae_national,jobloss_covid_ind,duration_days,duration_weeks
46,25 Oct 20,female,35,6.Bachelors Degree,United States of America,Abu Dhabi,10,10,10,5,5,5,4,3,4,5,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Rarely,Sometimes,Rarely,No,No,21 Mar 21,10,10,9,Very good,Very good,Very good,Good,3,4,4,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,Often,Rarely,No,No,Yes,No,Yes,35,Yes,No,No,147,21
542,10 Sep 20,female,41,6.Bachelors Degree,United Kingdom of Great Britain and Northern Ireland,Al Ain,2,88,7,1,1,1,1,1,1,1,Strongly agree,Agree,Agree,Strongly agree,Often,Often,Often,Yes,No,14 Feb 21,50,81,50,Fair,Poor,Poor,Poor,1,1,1,Agree,Agree,Agree,Strongly agree,Often,Often,All the time,Yes,No,Yes,No,Yes,41,No,No,Yes,157,22.428572
24,13 Oct 20,female,28,6.Bachelors Degree,South Africa,Al Ain,85,81,83,3,2,3,2,3,3,3,Strongly agree,Disagree,Disagree,Agree,Rarely,Rarely,Rarely,No,No,14 Mar 21,69,67,85,Fair,Fair,Fair,Poor,2,2,2,Strongly agree,Agree,Agree,Strongly agree,Often,Often,Sometimes,No,No,No,No,Yes,28,No,No,No,152,21.714285
85,24 Sep 20,female,34,8.Doctorate‎/PhD,United Arab Emirates,Abu Dhabi,50,15,50,3,5,4,3,2,3,2,Agree,Agree,Disagree,Agree,Sometimes,Sometimes,Never,No,No,25 Feb 21,20,0,11,Good,Good,Good,Very good,2,3,3,Agree,Disagree,Disagree,Disagree,Sometimes,Often,Often,No,No,Yes,No,Yes,34,Yes,Yes,No,154,22
1354,15 Oct 20,female,38,,Jordan,Al Ain,50,50,50,3,2,2,2,2,2,4,Agree,Agree,Agree,Strongly agree,Sometimes,Rarely,Sometimes,No,No,01 Mar 21,80,78,83,Fair,Poor,Fair,Fair,2,2,3,Strongly agree,Agree,Agree,Agree,Sometimes,Rarely,Sometimes,No,Yes,No,No,No,38,No,No,No,137,19.571428
134,05 Oct 20,male,45,3.High School,United Arab Emirates,Al Ain,60,70,90,4,3,3,2,3,2,2,Strongly agree,Strongly agree,Agree,Strongly agree,Often,Often,Sometimes,No,No,07 Mar 21,30,60,60,Good,Good,Good,Good,3,2,2,Disagree,Disagree,Agree,Agree,Rarely,Rarely,Rarely,No,No,Yes,Yes,No,45,No,Yes,No,153,21.857143
1370,24 Sep 20,male,42,4.College,Jordan,Al Ain,50,70,50,3,3,2,5,1,3,3,Agree,Disagree,Disagree,Agree,Sometimes,Often,Sometimes,No,No,31 Mar 21,40,51,50,Very good,Good,Fair,Very good,3,3,2,Agree,Disagree,Agree,Agree,Often,Often,Sometimes,No,No,Yes,Yes,No,42,No,No,No,188,26.857143
644,13 Oct 20,female,39,8.Doctorate‎/PhD,Morocco,Al Ain,6,42,0,5,5,4,4,4,4,4,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Never,No,No,23 Feb 21,0,40,0,Excellent,Good,Excellent,Excellent,5,5,5,Strongly disagree,Disagree,Strongly agree,Disagree,Sometimes,Sometimes,Rarely,No,No,Yes,No,Yes,39,No,No,No,133,19
682,30 Sep 20,female,24,6.Bachelors Degree,Pakistan,Abu Dhabi,57,62,63,2,2,2,3,2,2,2,Agree,Disagree,Agree,Agree,,,,,,13 Mar 21,71,56,35,Good,Good,Good,Good,4,4,4,Agree,Strongly disagree,Agree,Agree,,,,No,Yes,No,No,Yes,24,Yes,No,No,164,23.428572
799,05 Oct 20,female,23,3.High School,United Arab Emirates,Abu Dhabi,71,72,100,5,3,4,5,5,1,2,Agree,Agree,Strongly agree,Strongly agree,All the time,Often,Often,No,Yes,07 Mar 21,85,32,100,Excellent,Good,Excellent,Excellent,5,5,5,Disagree,Agree,Agree,Strongly agree,Rarely,Sometimes,Sometimes,No,No,Yes,No,No,23,Yes,Yes,No,153,21.857143
1192,19 Oct 20,female,33,4.College,United Arab Emirates,Abu Dhabi,30,60,80,4,4,4,4,1,2,3,Strongly agree,Agree,Strongly agree,Strongly agree,Sometimes,Rarely,Rarely,No,No,21 Mar 21,60,30,60,Very good,Very good,Very good,Excellent,3,3,5,Agree,Disagree,Agree,Agree,Often,Often,Sometimes,No,No,Yes,No,No,33,Yes,Yes,No,153,21.857143
196,13 Oct 20,male,48,,Jordan,Al Ain,15,60,0,3,2,3,3,3,3,3,Agree,Agree,Agree,Agree,Never,Never,Never,Yes,No,01 Apr 21,29,59,31,Excellent,Excellent,Excellent,Excellent,4,5,4,Disagree,Disagree,Disagree,Disagree,Sometimes,Often,Often,No,No,No,Yes,No,48,No,No,Yes,170,24.285715
591,28 Sep 20,female,39,8.Doctorate‎/PhD,Jordan,,0,30,0,5,3,4,4,2,4,4,Disagree,Disagree,Agree,Disagree,Sometimes,Rarely,Sometimes,No,No,02 Mar 21,0,81,35,Very good,Fair,Very good,Very good,1,4,4,Strongly agree,Strongly disagree,Strongly agree,Disagree,Sometimes,Sometimes,Sometimes,No,Yes,Yes,No,Yes,39,No,No,No,155,22.142857
1658,04 Oct 20,female,38,,India,Al Ain,30,30,29,4,4,5,4,1,4,3,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,Sometimes,Never,No,No,30 Mar 21,80,77,68,Very good,Good,Good,Good,3,4,3,Disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,No,No,No,No,No,38,No,No,No,177,25.285715
1565,11 Sep 20,female,33,7.Masters Degree,India,Al Ain,38,64,0,4,3,3,3,1,1,2,Agree,Strongly disagree,Strongly agree,Disagree,Sometimes,Sometimes,Sometimes,No,No,14 Feb 21,9,70,3,Fair,Fair,Fair,Poor,1,2,2,Disagree,Strongly disagree,Strongly agree,Disagree,Often,Often,Sometimes,Yes,No,Yes,No,Yes,33,No,No,No,156,22.285715
503,12 Sep 20,male,29,6.Bachelors Degree,India,Abu Dhabi,75,65,75,3,3,3,2,2,2,3,Disagree,Disagree,Disagree,Disagree,Sometimes,Often,Sometimes,No,No,31 Mar 21,,,,,,,,,,,,,,,,,,,,,Yes,Yes,29,Yes,No,No,200,28.571428
131,19 Oct 20,female,32,7.Masters Degree,India,Abu Dhabi,39,100,51,2,2,2,2,1,2,2,Agree,Agree,Disagree,Agree,All the time,All the time,All the time,No,No,31 Mar 21,11,26,23,Very good,Good,Very good,Good,2,2,3,Agree,Disagree,Disagree,Disagree,All the time,Often,Often,No,No,Yes,No,Yes,32,Yes,No,No,163,23.285715
1571,25 Sep 20,female,37,6.Bachelors Degree,United Arab Emirates,Abu Dhabi,30,17,30,5,5,5,5,2,4,4,Agree,Strongly agree,Disagree,Disagree,Never,Never,Never,No,No,03 Mar 21,100,27,71,Very good,Excellent,Excellent,Excellent,5,5,5,Disagree,Agree,Disagree,Disagree,Rarely,Rarely,Rarely,No,No,Yes,No,Yes,37,Yes,Yes,No,159,22.714285
674,22 Sep 20,female,37,6.Bachelors Degree,United Arab Emirates,Abu Dhabi,30,0,30,3,4,3,5,2,3,3,Disagree,Disagree,Disagree,Disagree,Rarely,Rarely,Rarely,No,No,24 Feb 21,20,20,50,Very good,Very good,Very good,Very good,3,3,3,Disagree,Disagree,Agree,Disagree,Sometimes,Sometimes,Sometimes,No,No,Yes,No,Yes,37,Yes,Yes,No,155,22.142857
1200,24 Oct 20,female,34,,Palestine,Abu Dhabi,48,80,49,3,3,2,2,1,1,3,Agree,Agree,Disagree,Strongly agree,Often,All the time,Sometimes,No,Yes,01 Mar 21,43,92,69,Fair,Fair,Fair,Fair,1,2,2,Strongly agree,Agree,Disagree,Agree,Often,Often,Often,No,Yes,No,No,No,34,Yes,No,No,128,18.285715
1125,15 Oct 20,male,30,,Jordan,Al Ain,28,27,27,3,1,3,4,1,2,2,Agree,Agree,Agree,Agree,Often,Often,Sometimes,No,No,01 Apr 21,40,84,41,Excellent,Excellent,Excellent,Excellent,5,5,5,Strongly disagree,Agree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,Yes,No,No,Yes,No,30,No,No,No,168,24
538,16 Sep 20,female,28,7.Masters Degree,India,Abu Dhabi,30,70,40,2,3,3,2,2,2,3,Disagree,Disagree,Disagree,Disagree,Rarely,Rarely,Rarely,No,No,14 Feb 21,20,41,55,Good,Good,Fair,Fair,3,2,3,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Rarely,Rarely,Rarely,No,No,Yes,No,Yes,28,Yes,No,No,151,21.571428
7,14 Sep 20,female,37,6.Bachelors Degree,Syrian Arab Republic,Al Ain,50,50,50,3,3,4,3,2,3,3,Disagree,Disagree,Agree,Agree,Sometimes,Sometimes,Never,No,No,20 Feb 21,50,20,51,Very good,Very good,Very good,Very good,2,2,3,Disagree,Disagree,Disagree,Disagree,Sometimes,Never,Never,Yes,No,Yes,No,Yes,37,No,No,No,159,22.714285
527,30 Sep 20,female,28,6.Bachelors Degree,Lebanon,Al Ain,50,50,50,3,3,3,3,1,3,3,Agree,Agree,Disagree,Agree,Often,Often,Sometimes,No,No,28 Feb 21,,,,,,,,,,,,,,,,,,,,,No,Yes,28,No,No,No,151,21.571428
426,10 Oct 20,female,26,,United Arab Emirates,Abu Dhabi,0,28,1,3,2,2,5,2,2,3,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Never,No,No,30 Mar 21,54,63,67,Good,Very good,Good,Excellent,4,4,4,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Rarely,Sometimes,Never,No,No,Yes,No,No,26,Yes,Yes,No,171,24.428572
1614,27 Oct 20,female,24,,United Arab Emirates,Abu Dhabi,71,39,72,4,4,4,4,3,4,3,Agree,Disagree,Disagree,Disagree,Rarely,Never,Never,No,No,24 Mar 21,70,45,70,Excellent,Very good,Excellent,Very good,4,3,4,Agree,Disagree,Disagree,Strongly disagree,Rarely,Rarely,Never,No,No,No,No,No,24,Yes,Yes,No,148,21.142857
247,10 Sep 20,female,38,6.Bachelors Degree,United Arab Emirates,Al Ain,50,10,50,3,3,3,3,3,3,3,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Often,Sometimes,Sometimes,No,No,14 Feb 21,,,,,,,,,,,,,,,,,,,,,No,Yes,38,No,Yes,No,157,22.428572
773,27 Sep 20,female,34,6.Bachelors Degree,Philippines,Al Ain,50,50,68,3,3,3,3,3,2,3,Disagree,Strongly disagree,Disagree,Disagree,Never,Never,Rarely,No,No,28 Feb 21,60,50,60,Good,Good,Good,Good,3,2,3,Disagree,Disagree,Disagree,Disagree,Never,Never,Never,No,No,Yes,No,Yes,34,No,No,No,154,22
1271,22 Sep 20,female,28,6.Bachelors Degree,United Arab Emirates,Al Ain,0,0,0,5,5,5,5,5,3,3,Strongly agree,Strongly agree,Agree,Disagree,Often,Often,Often,No,No,03 Apr 21,50,40,50,Very good,Very good,Very good,Very good,4,3,4,Strongly agree,Agree,Agree,Agree,Sometimes,Sometimes,Often,,,,No,Yes,28,No,Yes,No,193,27.571428
700,07 Oct 20,female,31,,Ukraine,Abu Dhabi,40,40,40,4,3,4,4,3,4,4,Disagree,Disagree,Disagree,Disagree,Rarely,Never,Never,No,No,31 Mar 21,42,93,44,Excellent,Excellent,Very good,Excellent,3,4,3,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,Sometimes,Sometimes,No,No,No,No,No,31,Yes,No,No,175,25
1147,12 Sep 20,female,33,6.Bachelors Degree,Egypt,Al Ain,44,50,28,5,5,4,4,1,2,2,Agree,Agree,Disagree,Strongly disagree,Sometimes,Often,Rarely,No,No,17 Feb 21,,,,,,,,,,,,,,,,,,,,,No,Yes,33,No,No,No,158,22.571428
164,13 Sep 20,female,43,7.Masters Degree,United States of America,Al Ain,34,57,56,2,2,2,2,2,2,3,Agree,Agree,Disagree,Agree,Sometimes,Sometimes,Rarely,No,No,17 Feb 21,26,7,47,Good,Fair,Good,Fair,2,3,3,Agree,Disagree,Disagree,Agree,Sometimes,Often,Rarely,No,No,Yes,No,Yes,43,No,No,No,157,22.428572
314,28 Sep 20,female,33,7.Masters Degree,India,,65,40,50,4,3,4,3,2,2,1,Agree,Disagree,Strongly disagree,Strongly disagree,Never,Sometimes,Rarely,No,No,28 Feb 21,51,9,52,Very good,Very good,Very good,Very good,3,4,2,Disagree,Agree,Disagree,Disagree,Never,Never,Never,No,No,Yes,No,Yes,33,No,No,No,153,21.857143
1467,18 Oct 20,female,36,1.No formal education,United Arab Emirates,Al Ain,50,50,50,5,5,5,5,5,5,5,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Never,Never,Never,No,No,28 Mar 21,82,68,34,Excellent,Excellent,Very good,Very good,5,5,4,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,Often,Often,No,Yes,Yes,No,No,36,No,Yes,No,161,23
126,07 Oct 20,female,32,,Egypt,Abu Dhabi,44,73,50,5,4,5,5,3,4,4,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Never,Rarely,Sometimes,No,No,31 Mar 21,55,68,60,Very good,Very good,Very good,Very good,4,5,5,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Rarely,Sometimes,Never,No,No,No,No,No,32,Yes,No,No,175,25
541,24 Oct 20,female,37,,Morocco,Abu Dhabi,49,50,47,3,3,3,3,3,2,3,Agree,Agree,Disagree,Agree,Rarely,Never,Never,No,No,25 Mar 21,0,19,0,Excellent,Very good,Very good,Excellent,4,4,5,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Rarely,Sometimes,Never,No,No,Yes,No,No,37,Yes,No,No,152,21.714285
228,01 Nov 20,female,42,6.Bachelors Degree,United Arab Emirates,Al Ain,40,20,0,2,2,2,5,1,4,4,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Sometimes,Rarely,Never,No,No,31 Mar 21,50,40,10,Good,Good,Good,Good,1,3,4,Agree,Agree,Disagree,Agree,Sometimes,Often,Rarely,No,No,Yes,No,Yes,42,No,Yes,No,150,21.428572
864,30 Sep 20,female,36,6.Bachelors Degree,Pakistan,Abu Dhabi,4,70,4,4,4,4,4,3,5,5,Disagree,Disagree,Disagree,Agree,Never,Rarely,Never,No,Yes,31 Mar 21,0,0,0,Very good,Good,Good,Good,2,3,3,Agree,Agree,Disagree,Agree,Sometimes,Sometimes,Sometimes,No,Yes,No,No,Yes,36,Yes,No,No,182,26
140,12 Sep 20,male,46,3.High School,Yemen,Abu Dhabi,50,50,50,3,3,5,5,5,5,5,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Never,No,No,14 Feb 21,50,50,50,Good,Good,Excellent,Excellent,5,5,5,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Never,Never,Never,No,No,Yes,Yes,No,46,Yes,No,No,155,22.142857
505,13 Oct 20,female,34,,United Arab Emirates,Al Ain,36,12,8,3,4,3,4,4,5,5,Agree,Agree,Disagree,Agree,Rarely,Sometimes,Rarely,No,No,22 Mar 21,36,37,36,Good,Good,Fair,Fair,1,3,5,Agree,Agree,Disagree,Strongly agree,Sometimes,Often,Rarely,No,No,No,No,No,34,No,Yes,No,160,22.857143
914,22 Oct 20,male,37,7.Masters Degree,United Arab Emirates,,71,23,70,5,5,5,5,3,4,5,Disagree,Disagree,Disagree,Disagree,Never,Never,Never,No,No,21 Mar 21,29,13,49,Very good,Excellent,Very good,Excellent,3,4,4,Agree,Disagree,Disagree,Disagree,Rarely,Rarely,Never,No,No,Yes,Yes,Yes,37,No,Yes,No,150,21.428572
1563,10 Sep 20,female,37,6.Bachelors Degree,New Zealand,Abu Dhabi,51,50,50,4,4,3,4,2,3,3,Disagree,Disagree,Disagree,Agree,Sometimes,Rarely,Rarely,No,No,17 Feb 21,50,70,100,Good,Very good,Very good,Very good,2,3,3,Disagree,Strongly disagree,Strongly disagree,Disagree,Rarely,Rarely,Rarely,No,No,No,No,Yes,37,Yes,No,No,160,22.857143
994,01 Oct 20,male,40,8.Doctorate‎/PhD,Yemen,Al Ain,54,100,25,4,3,4,4,4,4,3,Strongly disagree,Strongly disagree,Agree,Agree,Often,All the time,Sometimes,No,No,28 Feb 21,0,7,0,Excellent,Very good,Very good,Excellent,5,5,5,Strongly disagree,Strongly agree,Disagree,Agree,Never,Never,Never,No,Yes,No,Yes,Yes,40,No,No,No,150,21.428572
231,17 Oct 20,male,,1.No formal education,Syrian Arab Republic,Abu Dhabi,16,30,96,5,2,5,5,3,4,5,Agree,Agree,Agree,Strongly agree,Never,Rarely,Never,Yes,No,24 Feb 21,20,23,18,Fair,Very good,Fair,Fair,4,3,3,Disagree,Strongly disagree,Agree,Disagree,Never,Rarely,Sometimes,Yes,Yes,Yes,Yes,No,34.541817,Yes,No,Yes,130,18.571428
1001,13 Oct 20,female,29,,Egypt,Abu Dhabi,36,56,19,3,3,3,3,3,3,3,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,No,No,15 Mar 21,69,71,81,Fair,Good,Fair,Fair,2,1,2,Agree,Agree,Agree,Strongly agree,Often,Often,Often,No,No,No,No,No,29,Yes,No,No,153,21.857143
641,17 Oct 20,male,33,,United Arab Emirates,Abu Dhabi,67,55,72,3,2,3,3,3,3,3,Agree,Agree,Disagree,Agree,Rarely,Rarely,Rarely,No,Yes,31 Mar 21,95,94,87,Excellent,Excellent,Excellent,Excellent,5,5,5,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Often,Often,Often,No,No,No,Yes,No,33,Yes,Yes,No,165,23.571428
1047,03 Oct 20,female,32,9.other,Syrian Arab Republic,Al Ain,9,88,9,4,2,4,5,4,4,4,Disagree,Disagree,Disagree,Disagree,Sometimes,Often,Rarely,No,No,04 Mar 21,9,60,13,Very good,Good,Very good,Very good,3,4,4,Disagree,Disagree,Disagree,Agree,Sometimes,Sometimes,Rarely,No,No,No,No,No,32,No,No,No,152,21.714285
1266,05 Oct 20,female,25,,Sudan,Abu Dhabi,50,50,50,3,3,3,2,1,2,2,Strongly agree,Disagree,Agree,Agree,Sometimes,Often,Often,No,No,30 Mar 21,47,61,70,Very good,Very good,Very good,Good,4,4,4,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Rarely,Rarely,Rarely,No,No,No,No,No,25,Yes,No,No,176,25.142857
1045,20 Sep 20,female,32,,India,Al Ain,40,50,70,3,3,3,3,3,3,2,Disagree,Disagree,Disagree,Disagree,Never,Never,Never,No,No,12 Mar 21,39,37,36,Good,Good,Good,Good,4,3,2,Agree,Disagree,Disagree,Disagree,Rarely,Never,Never,No,No,Yes,No,No,32,No,No,No,173,24.714285
1376,08 Oct 20,female,32,9.other,United Arab Emirates,Al Ain,14,14,,3,4,4,5,1,5,5,Disagree,Disagree,Disagree,Disagree,Sometimes,All the time,Sometimes,No,No,25 Mar 21,50,63,67,Very good,Very good,Very good,Very good,4,4,4,Disagree,Disagree,Agree,Agree,Sometimes,Sometimes,Sometimes,No,No,No,No,No,32,No,Yes,No,168,24
701,24 Sep 20,female,36,4.College,United Arab Emirates,Abu Dhabi,46,52,77,4,4,4,4,3,2,4,Strongly agree,Strongly agree,Agree,Strongly agree,Sometimes,Often,Sometimes,No,No,04 Apr 21,,,,,,,,,,,,,,,,,,,,,No,No,36,Yes,Yes,No,192,27.428572
88,24 Sep 20,female,26,6.Bachelors Degree,United Arab Emirates,Abu Dhabi,70,0,70,5,5,5,4,2,5,5,Disagree,Strongly disagree,Disagree,Disagree,Rarely,Rarely,Never,No,No,21 Feb 21,,,,,,,,,,,,,,,,,,,,,No,Yes,26,Yes,Yes,No,150,21.428572
13,16 Oct 20,male,27,,Jordan,Abu Dhabi,90,42,81,4,5,5,4,5,5,5,Agree,Disagree,Strongly agree,Disagree,Never,Never,Never,No,No,28 Feb 21,49,51,65,Good,Good,Good,Good,4,3,3,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,No,No,Yes,Yes,No,27,Yes,No,No,135,19.285715
1252,10 Sep 20,female,34,6.Bachelors Degree,United Kingdom of Great Britain and Northern Ireland,Al Ain,18,18,17,3,3,3,2,3,1,3,Agree,Disagree,Disagree,Agree,Sometimes,Sometimes,Rarely,No,No,14 Feb 21,31,17,30,Good,Good,Good,Good,3,1,3,Agree,Disagree,Disagree,Agree,Sometimes,Never,Never,No,No,No,No,Yes,34,No,No,No,157,22.428572
570,15 Oct 20,female,26,,Jordan,Abu Dhabi,52,83,64,3,3,3,3,4,4,5,Agree,Agree,Disagree,Agree,Sometimes,Sometimes,Sometimes,No,Yes,07 Mar 21,87,100,64,Good,Poor,Fair,Poor,1,2,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Sometimes,Sometimes,Often,Yes,Yes,No,No,No,26,Yes,No,No,143,20.428572
454,17 Oct 20,female,26,,United Arab Emirates,Abu Dhabi,21,0,8,5,4,4,5,5,3,4,Disagree,Disagree,Strongly disagree,Disagree,Rarely,Sometimes,Rarely,No,No,02 Mar 21,54,60,68,Good,Very good,Very good,Very good,4,3,3,Agree,Disagree,Strongly disagree,Disagree,Sometimes,Often,Rarely,No,No,No,No,No,26,Yes,Yes,No,136,19.428572
1654,21 Oct 20,male,38,,Egypt,Al Ain,3,70,0,3,3,2,2,3,2,3,Disagree,Agree,Agree,Strongly agree,Rarely,Rarely,Rarely,Yes,No,24 Feb 21,,72,23,Good,Very good,Good,Good,3,3,4,Disagree,Agree,Strongly agree,Strongly agree,Sometimes,Rarely,Never,Yes,No,No,Yes,No,38,No,No,Yes,126,18
941,22 Oct 20,male,42,7.Masters Degree,United Arab Emirates,Al Ain,40,40,30,4,3,4,5,5,5,4,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Never,Never,Never,No,No,21 Mar 21,6,11,9,Excellent,Very good,Very good,Excellent,5,4,4,Strongly disagree,Strongly disagree,Disagree,Disagree,Never,Never,Never,No,No,Yes,Yes,Yes,42,No,Yes,No,150,21.428572
1604,24 Sep 20,male,29,6.Bachelors Degree,United Arab Emirates,Abu Dhabi,40,30,40,4,3,3,4,2,3,3,Disagree,Strongly disagree,Agree,Disagree,Rarely,Sometimes,Rarely,No,No,21 Feb 21,50,37,50,Good,Good,Good,Good,3,2,3,Disagree,Disagree,Disagree,Disagree,Sometimes,Rarely,Rarely,No,No,No,Yes,Yes,29,Yes,Yes,No,150,21.428572
1218,13 Sep 20,female,25,6.Bachelors Degree,Jordan,Abu Dhabi,50,67,56,4,3,3,3,3,3,3,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Often,Often,Often,No,No,18 Feb 21,50,76,54,Fair,Fair,Poor,Poor,1,1,1,Strongly agree,Strongly agree,Strongly agree,Strongly agree,All the time,All the time,All the time,Yes,No,No,No,Yes,25,Yes,No,No,158,22.571428
68,09 Sep 20,female,35,6.Bachelors Degree,United Kingdom of Great Britain and Northern Ireland,Abu Dhabi,30,51,35,5,5,5,4,5,5,2,Disagree,Disagree,Disagree,Disagree,Never,Never,Never,No,No,14 Feb 21,27,40,31,Good,Good,Good,Good,3,4,1,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Never,Never,Never,No,No,No,No,Yes,35,Yes,No,No,158,22.571428
847,19 Oct 20,female,33,8.Doctorate‎/PhD,United Arab Emirates,Al Ain,19,58,20,5,3,4,5,3,4,4,Agree,Agree,Strongly agree,Strongly agree,Sometimes,Rarely,Rarely,No,No,27 Feb 21,49,9,50,Fair,Fair,Good,,,2,2,Agree,,,,Rarely,All the time,,Yes,Yes,Yes,No,Yes,33,No,Yes,No,131,18.714285
922,24 Sep 20,female,31,6.Bachelors Degree,Lebanon,Abu Dhabi,21,71,71,4,3,3,2,2,1,3,Agree,Agree,Disagree,Agree,Sometimes,Sometimes,Rarely,No,No,24 Feb 21,26,27,28,Excellent,Good,Excellent,Fair,2,1,4,Agree,Disagree,Disagree,Agree,Rarely,Rarely,Rarely,No,No,No,No,Yes,31,Yes,No,No,153,21.857143
1221,15 Sep 20,female,30,6.Bachelors Degree,United Arab Emirates,Al Ain,50,70,50,4,2,4,4,3,4,4,Disagree,Disagree,Disagree,Disagree,Sometimes,Sometimes,Sometimes,No,No,17 Feb 21,17,48,62,Good,Good,Good,Good,3,4,4,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Never,Never,Never,No,Yes,Yes,No,Yes,30,No,Yes,No,155,22.142857
708,27 Sep 20,female,43,6.Bachelors Degree,United Arab Emirates,Abu Dhabi,19,30,60,3,3,2,2,2,2,2,Strongly agree,Strongly agree,Agree,Agree,Sometimes,Sometimes,Sometimes,No,No,28 Feb 21,40,20,70,Fair,Very good,Fair,Good,3,1,1,Agree,Agree,Disagree,Agree,Often,Often,Often,No,No,Yes,No,Yes,43,Yes,Yes,No,154,22
340,24 Sep 20,female,42,6.Bachelors Degree,United Arab Emirates,Al Ain,50,30,50,3,4,2,3,2,2,3,Disagree,Agree,Strongly disagree,Disagree,Rarely,Rarely,Rarely,No,No,21 Feb 21,50,16,50,Very good,Excellent,Excellent,Very good,3,4,4,Strongly disagree,Disagree,Disagree,Disagree,Rarely,Never,Rarely,No,No,No,No,Yes,42,No,Yes,No,150,21.428572
15,10 Sep 20,female,44,6.Bachelors Degree,United Arab Emirates,Al Ain,0,20,0,5,4,5,5,5,4,5,Agree,Strongly agree,Strongly agree,Strongly agree,Rarely,Never,Never,No,No,14 Feb 21,0,0,0,Very good,Very good,Very good,Excellent,5,5,5,Disagree,Disagree,Agree,Agree,Never,Never,Never,No,No,No,No,Yes,44,No,Yes,No,157,22.428572
520,20 Oct 20,female,32,4.College,Syrian Arab Republic,Abu Dhabi,30,50,60,4,3,4,4,1,3,3,Agree,Agree,Disagree,Disagree,Sometimes,Often,Sometimes,No,No,15 Feb 21,,,,,,,,,,,,,,,,,,,,,No,No,32,Yes,No,No,118,16.857143
280,12 Sep 20,female,27,6.Bachelors Degree,Egypt,Abu Dhabi,30,50,30,3,2,2,2,2,1,1,Agree,Agree,Disagree,Agree,Sometimes,Sometimes,Sometimes,No,No,17 Feb 21,10,71,50,Good,Fair,Good,Good,3,2,3,Disagree,Disagree,Agree,Agree,Sometimes,Sometimes,Rarely,No,No,No,No,Yes,27,Yes,No,No,158,22.571428
91,23 Sep 20,female,32,3.High School,Pakistan,Al Ain,0,0,0,5,3,4,4,1,3,3,Agree,Agree,Disagree,Disagree,Often,Often,Often,No,No,21 Feb 21,1,20,19,Fair,Fair,Poor,Poor,1,4,3,Strongly agree,Disagree,Disagree,Disagree,Often,Sometimes,Often,No,No,No,No,No,32,No,No,No,151,21.571428
